source,filename,file_size_bytes,read_success,error,dimensions,time_count,first_time,last_time,duplicate_time_count,lat_min,lat_max,lat_resolutions,lon_min,lon_max,lon_resolutions,forecast_hours,data_variables
CFSv2,cdas1.20130223.pgrbh.grb2.nc.gz,2653,True,,time=4;lat=11;lon=11,4,2013-02-23 06:00:00,2013-02-24,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130224.pgrbh.grb2.nc.gz,2660,True,,time=4;lat=11;lon=11,4,2013-02-24 06:00:00,2013-02-25,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130225.pgrbh.grb2.nc.gz,2704,True,,time=4;lat=11;lon=11,4,2013-02-25 06:00:00,2013-02-26,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130226.pgrbh.grb2.nc.gz,2732,True,,time=4;lat=11;lon=11,4,2013-02-26 06:00:00,2013-02-27,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130227.pgrbh.grb2.nc.gz,2700,True,,time=4;lat=11;lon=11,4,2013-02-27 06:00:00,2013-02-28,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130228.pgrbh.grb2.nc.gz,2703,True,,time=4;lat=11;lon=11,4,2013-02-28 06:00:00,2013-03-01,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130301.pgrbh.grb2.nc.gz,2655,True,,time=4;lat=11;lon=11,4,2013-03-01 06:00:00,2013-03-02,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130302.pgrbh.grb2.nc.gz,2661,True,,time=4;lat=11;lon=11,4,2013-03-02 06:00:00,2013-03-03,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130303.pgrbh.grb2.nc.gz,2641,True,,time=4;lat=11;lon=11,4,2013-03-03 06:00:00,2013-03-04,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130304.pgrbh.grb2.nc.gz,2770,True,,time=4;lat=11;lon=11,4,2013-03-04 06:00:00,2013-03-05,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130305.pgrbh.grb2.nc.gz,2684,True,,time=4;lat=11;lon=11,4,2013-03-05 06:00:00,2013-03-06,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130306.pgrbh.grb2.nc.gz,2683,True,,time=4;lat=11;lon=11,4,2013-03-06 06:00:00,2013-03-07,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130307.pgrbh.grb2.nc.gz,2680,True,,time=4;lat=11;lon=11,4,2013-03-07 06:00:00,2013-03-08,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130308.pgrbh.grb2.nc.gz,2747,True,,time=4;lat=11;lon=11,4,2013-03-08 06:00:00,2013-03-09,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130309.pgrbh.grb2.nc.gz,2711,True,,time=4;lat=11;lon=11,4,2013-03-09 06:00:00,2013-03-10,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130310.pgrbh.grb2.nc.gz,2715,True,,time=4;lat=11;lon=11,4,2013-03-10 06:00:00,2013-03-11,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130311.pgrbh.grb2.nc.gz,2645,True,,time=4;lat=11;lon=11,4,2013-03-11 06:00:00,2013-03-12,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130312.pgrbh.grb2.nc.gz,2658,True,,time=4;lat=11;lon=11,4,2013-03-12 06:00:00,2013-03-13,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130313.pgrbh.grb2.nc.gz,2663,True,,time=4;lat=11;lon=11,4,2013-03-13 06:00:00,2013-03-14,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130314.pgrbh.grb2.nc.gz,2691,True,,time=4;lat=11;lon=11,4,2013-03-14 06:00:00,2013-03-15,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130315.pgrbh.grb2.nc.gz,2661,True,,time=4;lat=11;lon=11,4,2013-03-15 06:00:00,2013-03-16,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130316.pgrbh.grb2.nc.gz,2633,True,,time=4;lat=11;lon=11,4,2013-03-16 06:00:00,2013-03-17,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130317.pgrbh.grb2.nc.gz,2644,True,,time=4;lat=11;lon=11,4,2013-03-17 06:00:00,2013-03-18,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130318.pgrbh.grb2.nc.gz,2752,True,,time=4;lat=11;lon=11,4,2013-03-18 06:00:00,2013-03-19,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130319.pgrbh.grb2.nc.gz,2704,True,,time=4;lat=11;lon=11,4,2013-03-19 06:00:00,2013-03-20,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130320.pgrbh.grb2.nc.gz,2684,True,,time=4;lat=11;lon=11,4,2013-03-20 06:00:00,2013-03-21,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130321.pgrbh.grb2.nc.gz,2649,True,,time=4;lat=11;lon=11,4,2013-03-21 06:00:00,2013-03-22,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130322.pgrbh.grb2.nc.gz,2715,True,,time=4;lat=11;lon=11,4,2013-03-22 06:00:00,2013-03-23,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130323.pgrbh.grb2.nc.gz,2707,True,,time=4;lat=11;lon=11,4,2013-03-23 06:00:00,2013-03-24,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130324.pgrbh.grb2.nc.gz,2735,True,,time=4;lat=11;lon=11,4,2013-03-24 06:00:00,2013-03-25,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130325.pgrbh.grb2.nc.gz,2681,True,,time=4;lat=11;lon=11,4,2013-03-25 06:00:00,2013-03-26,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130326.pgrbh.grb2.nc.gz,2689,True,,time=4;lat=11;lon=11,4,2013-03-26 06:00:00,2013-03-27,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130327.pgrbh.grb2.nc.gz,2723,True,,time=4;lat=11;lon=11,4,2013-03-27 06:00:00,2013-03-28,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130328.pgrbh.grb2.nc.gz,2725,True,,time=4;lat=11;lon=11,4,2013-03-28 06:00:00,2013-03-29,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130329.pgrbh.grb2.nc.gz,2640,True,,time=4;lat=11;lon=11,4,2013-03-29 06:00:00,2013-03-30,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130330.pgrbh.grb2.nc.gz,2643,True,,time=4;lat=11;lon=11,4,2013-03-30 06:00:00,2013-03-31,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130331.pgrbh.grb2.nc.gz,2702,True,,time=4;lat=11;lon=11,4,2013-03-31 06:00:00,2013-04-01,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130401.pgrbh.grb2.nc.gz,2683,True,,time=4;lat=11;lon=11,4,2013-04-01 06:00:00,2013-04-02,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130402.pgrbh.grb2.nc.gz,2693,True,,time=4;lat=11;lon=11,4,2013-04-02 06:00:00,2013-04-03,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130403.pgrbh.grb2.nc.gz,2710,True,,time=4;lat=11;lon=11,4,2013-04-03 06:00:00,2013-04-04,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130404.pgrbh.grb2.nc.gz,2686,True,,time=4;lat=11;lon=11,4,2013-04-04 06:00:00,2013-04-05,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130405.pgrbh.grb2.nc.gz,2696,True,,time=4;lat=11;lon=11,4,2013-04-05 06:00:00,2013-04-06,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130406.pgrbh.grb2.nc.gz,2634,True,,time=4;lat=11;lon=11,4,2013-04-06 06:00:00,2013-04-07,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130407.pgrbh.grb2.nc.gz,2640,True,,time=4;lat=11;lon=11,4,2013-04-07 06:00:00,2013-04-08,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130408.pgrbh.grb2.nc.gz,2652,True,,time=4;lat=11;lon=11,4,2013-04-08 06:00:00,2013-04-09,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130409.pgrbh.grb2.nc.gz,2667,True,,time=4;lat=11;lon=11,4,2013-04-09 06:00:00,2013-04-10,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130410.pgrbh.grb2.nc.gz,2694,True,,time=4;lat=11;lon=11,4,2013-04-10 06:00:00,2013-04-11,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130411.pgrbh.grb2.nc.gz,2648,True,,time=4;lat=11;lon=11,4,2013-04-11 06:00:00,2013-04-12,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130412.pgrbh.grb2.nc.gz,2615,True,,time=4;lat=11;lon=11,4,2013-04-12 06:00:00,2013-04-13,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130413.pgrbh.grb2.nc.gz,2681,True,,time=4;lat=11;lon=11,4,2013-04-13 06:00:00,2013-04-14,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130414.pgrbh.grb2.nc.gz,2798,True,,time=4;lat=11;lon=11,4,2013-04-14 06:00:00,2013-04-15,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130415.pgrbh.grb2.nc.gz,2808,True,,time=4;lat=11;lon=11,4,2013-04-15 06:00:00,2013-04-16,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130416.pgrbh.grb2.nc.gz,2678,True,,time=4;lat=11;lon=11,4,2013-04-16 06:00:00,2013-04-17,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130417.pgrbh.grb2.nc.gz,2690,True,,time=4;lat=11;lon=11,4,2013-04-17 06:00:00,2013-04-18,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130418.pgrbh.grb2.nc.gz,2739,True,,time=4;lat=11;lon=11,4,2013-04-18 06:00:00,2013-04-19,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130419.pgrbh.grb2.nc.gz,2727,True,,time=4;lat=11;lon=11,4,2013-04-19 06:00:00,2013-04-20,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130420.pgrbh.grb2.nc.gz,2742,True,,time=4;lat=11;lon=11,4,2013-04-20 06:00:00,2013-04-21,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130421.pgrbh.grb2.nc.gz,2697,True,,time=4;lat=11;lon=11,4,2013-04-21 06:00:00,2013-04-22,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130422.pgrbh.grb2.nc.gz,2680,True,,time=4;lat=11;lon=11,4,2013-04-22 06:00:00,2013-04-23,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130423.pgrbh.grb2.nc.gz,2775,True,,time=4;lat=11;lon=11,4,2013-04-23 06:00:00,2013-04-24,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130424.pgrbh.grb2.nc.gz,2735,True,,time=4;lat=11;lon=11,4,2013-04-24 06:00:00,2013-04-25,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130425.pgrbh.grb2.nc.gz,2691,True,,time=4;lat=11;lon=11,4,2013-04-25 06:00:00,2013-04-26,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130426.pgrbh.grb2.nc.gz,2701,True,,time=4;lat=11;lon=11,4,2013-04-26 06:00:00,2013-04-27,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130427.pgrbh.grb2.nc.gz,2706,True,,time=4;lat=11;lon=11,4,2013-04-27 06:00:00,2013-04-28,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130428.pgrbh.grb2.nc.gz,2693,True,,time=4;lat=11;lon=11,4,2013-04-28 06:00:00,2013-04-29,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130429.pgrbh.grb2.nc.gz,2741,True,,time=4;lat=11;lon=11,4,2013-04-29 06:00:00,2013-04-30,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130430.pgrbh.grb2.nc.gz,2694,True,,time=4;lat=11;lon=11,4,2013-04-30 06:00:00,2013-05-01,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130501.pgrbh.grb2.nc.gz,2682,True,,time=4;lat=11;lon=11,4,2013-05-01 06:00:00,2013-05-02,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130502.pgrbh.grb2.nc.gz,2653,True,,time=4;lat=11;lon=11,4,2013-05-02 06:00:00,2013-05-03,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130503.pgrbh.grb2.nc.gz,2643,True,,time=4;lat=11;lon=11,4,2013-05-03 06:00:00,2013-05-04,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130504.pgrbh.grb2.nc.gz,2716,True,,time=4;lat=11;lon=11,4,2013-05-04 06:00:00,2013-05-05,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130505.pgrbh.grb2.nc.gz,2685,True,,time=4;lat=11;lon=11,4,2013-05-05 06:00:00,2013-05-06,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130506.pgrbh.grb2.nc.gz,2662,True,,time=4;lat=11;lon=11,4,2013-05-06 06:00:00,2013-05-07,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130507.pgrbh.grb2.nc.gz,2675,True,,time=4;lat=11;lon=11,4,2013-05-07 06:00:00,2013-05-08,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130508.pgrbh.grb2.nc.gz,2696,True,,time=4;lat=11;lon=11,4,2013-05-08 06:00:00,2013-05-09,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130509.pgrbh.grb2.nc.gz,2626,True,,time=4;lat=11;lon=11,4,2013-05-09 06:00:00,2013-05-10,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130510.pgrbh.grb2.nc.gz,2616,True,,time=4;lat=11;lon=11,4,2013-05-10 06:00:00,2013-05-11,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130511.pgrbh.grb2.nc.gz,2657,True,,time=4;lat=11;lon=11,4,2013-05-11 06:00:00,2013-05-12,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130512.pgrbh.grb2.nc.gz,2650,True,,time=4;lat=11;lon=11,4,2013-05-12 06:00:00,2013-05-13,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130513.pgrbh.grb2.nc.gz,2665,True,,time=4;lat=11;lon=11,4,2013-05-13 06:00:00,2013-05-14,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130514.pgrbh.grb2.nc.gz,2709,True,,time=4;lat=11;lon=11,4,2013-05-14 06:00:00,2013-05-15,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130515.pgrbh.grb2.nc.gz,2705,True,,time=4;lat=11;lon=11,4,2013-05-15 06:00:00,2013-05-16,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130516.pgrbh.grb2.nc.gz,2682,True,,time=4;lat=11;lon=11,4,2013-05-16 06:00:00,2013-05-17,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130517.pgrbh.grb2.nc.gz,2717,True,,time=4;lat=11;lon=11,4,2013-05-17 06:00:00,2013-05-18,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130518.pgrbh.grb2.nc.gz,2704,True,,time=4;lat=11;lon=11,4,2013-05-18 06:00:00,2013-05-19,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130519.pgrbh.grb2.nc.gz,2663,True,,time=4;lat=11;lon=11,4,2013-05-19 06:00:00,2013-05-20,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130520.pgrbh.grb2.nc.gz,2637,True,,time=4;lat=11;lon=11,4,2013-05-20 06:00:00,2013-05-21,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130521.pgrbh.grb2.nc.gz,2670,True,,time=4;lat=11;lon=11,4,2013-05-21 06:00:00,2013-05-22,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130522.pgrbh.grb2.nc.gz,2662,True,,time=4;lat=11;lon=11,4,2013-05-22 06:00:00,2013-05-23,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130523.pgrbh.grb2.nc.gz,2673,True,,time=4;lat=11;lon=11,4,2013-05-23 06:00:00,2013-05-24,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130524.pgrbh.grb2.nc.gz,2685,True,,time=4;lat=11;lon=11,4,2013-05-24 06:00:00,2013-05-25,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130525.pgrbh.grb2.nc.gz,2680,True,,time=4;lat=11;lon=11,4,2013-05-25 06:00:00,2013-05-26,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130526.pgrbh.grb2.nc.gz,2659,True,,time=4;lat=11;lon=11,4,2013-05-26 06:00:00,2013-05-27,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130527.pgrbh.grb2.nc.gz,2569,True,,time=4;lat=11;lon=11,4,2013-05-27 06:00:00,2013-05-28,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
CFSv2,cdas1.20130528.pgrbh.grb2.nc.gz,2610,True,,time=4;lat=11;lon=11,4,2013-05-28 06:00:00,2013-05-29,0,-5.0,0.0,0.5,-76.0,-71.0,0.5,6.0,valid_date_time;ref_date_time;forecast_hour;U_GRD_L103;V_GRD_L103
