week_start_date,calendar_year,calendar_month,iso_year,iso_week,country,adm1_name,adm2_name,case_definition,dengue_cases
2006-04-23,2006,4,2006,16,Peru,Loreto,Maynas,Probable and confirmed,19
2006-04-30,2006,4,2006,17,Peru,Loreto,Maynas,Probable and confirmed,25
2006-05-07,2006,5,2006,18,Peru,Loreto,Maynas,Probable and confirmed,19
2006-05-14,2006,5,2006,19,Peru,Loreto,Maynas,Probable and confirmed,13
2006-05-21,2006,5,2006,20,Peru,Loreto,Maynas,Probable and confirmed,21
2006-05-28,2006,5,2006,21,Peru,Loreto,Maynas,Probable and confirmed,17
2006-06-04,2006,6,2006,22,Peru,Loreto,Maynas,Probable and confirmed,10
2006-06-11,2006,6,2006,23,Peru,Loreto,Maynas,Probable and confirmed,8
2006-06-18,2006,6,2006,24,Peru,Loreto,Maynas,Probable and confirmed,3
2006-06-25,2006,6,2006,25,Peru,Loreto,Maynas,Probable and confirmed,5
2006-07-02,2006,7,2006,26,Peru,Loreto,Maynas,Probable and confirmed,12
2006-07-09,2006,7,2006,27,Peru,Loreto,Maynas,Probable and confirmed,19
2006-07-16,2006,7,2006,28,Peru,Loreto,Maynas,Probable and confirmed,14
2006-07-23,2006,7,2006,29,Peru,Loreto,Maynas,Probable and confirmed,9
2006-07-30,2006,7,2006,30,Peru,Loreto,Maynas,Probable and confirmed,10
2006-08-06,2006,8,2006,31,Peru,Loreto,Maynas,Probable and confirmed,19
2006-08-13,2006,8,2006,32,Peru,Loreto,Maynas,Probable and confirmed,14
2006-08-20,2006,8,2006,33,Peru,Loreto,Maynas,Probable and confirmed,28
2006-08-27,2006,8,2006,34,Peru,Loreto,Maynas,Probable and confirmed,6
2006-09-03,2006,9,2006,35,Peru,Loreto,Maynas,Probable and confirmed,11
2006-09-10,2006,9,2006,36,Peru,Loreto,Maynas,Probable and confirmed,12
2006-09-17,2006,9,2006,37,Peru,Loreto,Maynas,Probable and confirmed,13
2006-09-24,2006,9,2006,38,Peru,Loreto,Maynas,Probable and confirmed,29
2006-10-01,2006,10,2006,39,Peru,Loreto,Maynas,Probable and confirmed,13
2006-10-08,2006,10,2006,40,Peru,Loreto,Maynas,Probable and confirmed,26
2006-10-15,2006,10,2006,41,Peru,Loreto,Maynas,Probable and confirmed,33
2006-10-22,2006,10,2006,42,Peru,Loreto,Maynas,Probable and confirmed,27
2006-10-29,2006,10,2006,43,Peru,Loreto,Maynas,Probable and confirmed,15
2006-11-05,2006,11,2006,44,Peru,Loreto,Maynas,Probable and confirmed,11
2006-11-12,2006,11,2006,45,Peru,Loreto,Maynas,Probable and confirmed,10
2006-11-19,2006,11,2006,46,Peru,Loreto,Maynas,Probable and confirmed,17
2006-11-26,2006,11,2006,47,Peru,Loreto,Maynas,Probable and confirmed,11
2006-12-03,2006,12,2006,48,Peru,Loreto,Maynas,Probable and confirmed,5
2006-12-10,2006,12,2006,49,Peru,Loreto,Maynas,Probable and confirmed,11
2006-12-17,2006,12,2006,50,Peru,Loreto,Maynas,Probable and confirmed,3
2006-12-24,2006,12,2006,51,Peru,Loreto,Maynas,Probable and confirmed,2
2006-12-31,2006,12,2006,52,Peru,Loreto,Maynas,Probable and confirmed,30
2007-01-07,2007,1,2007,1,Peru,Loreto,Maynas,Probable and confirmed,30
2007-01-14,2007,1,2007,2,Peru,Loreto,Maynas,Probable and confirmed,20
2007-01-21,2007,1,2007,3,Peru,Loreto,Maynas,Probable and confirmed,22
2007-01-28,2007,1,2007,4,Peru,Loreto,Maynas,Probable and confirmed,17
2007-02-04,2007,2,2007,5,Peru,Loreto,Maynas,Probable and confirmed,44
2007-02-11,2007,2,2007,6,Peru,Loreto,Maynas,Probable and confirmed,46
2007-02-18,2007,2,2007,7,Peru,Loreto,Maynas,Probable and confirmed,45
2007-02-25,2007,2,2007,8,Peru,Loreto,Maynas,Probable and confirmed,23
2007-03-04,2007,3,2007,9,Peru,Loreto,Maynas,Probable and confirmed,30
2007-03-11,2007,3,2007,10,Peru,Loreto,Maynas,Probable and confirmed,35
2007-03-18,2007,3,2007,11,Peru,Loreto,Maynas,Probable and confirmed,48
2007-03-25,2007,3,2007,12,Peru,Loreto,Maynas,Probable and confirmed,27
2007-04-01,2007,4,2007,13,Peru,Loreto,Maynas,Probable and confirmed,19
2007-04-08,2007,4,2007,14,Peru,Loreto,Maynas,Probable and confirmed,21
2007-04-15,2007,4,2007,15,Peru,Loreto,Maynas,Probable and confirmed,15
2007-04-22,2007,4,2007,16,Peru,Loreto,Maynas,Probable and confirmed,13
2007-04-29,2007,4,2007,17,Peru,Loreto,Maynas,Probable and confirmed,20
2007-05-06,2007,5,2007,18,Peru,Loreto,Maynas,Probable and confirmed,28
2007-05-13,2007,5,2007,19,Peru,Loreto,Maynas,Probable and confirmed,31
2007-05-20,2007,5,2007,20,Peru,Loreto,Maynas,Probable and confirmed,15
2007-05-27,2007,5,2007,21,Peru,Loreto,Maynas,Probable and confirmed,20
2007-06-03,2007,6,2007,22,Peru,Loreto,Maynas,Probable and confirmed,21
2007-06-10,2007,6,2007,23,Peru,Loreto,Maynas,Probable and confirmed,13
2007-06-17,2007,6,2007,24,Peru,Loreto,Maynas,Probable and confirmed,8
2007-06-24,2007,6,2007,25,Peru,Loreto,Maynas,Probable and confirmed,5
2007-07-01,2007,7,2007,26,Peru,Loreto,Maynas,Probable and confirmed,10
2007-07-08,2007,7,2007,27,Peru,Loreto,Maynas,Probable and confirmed,11
2007-07-15,2007,7,2007,28,Peru,Loreto,Maynas,Probable and confirmed,8
2007-07-22,2007,7,2007,29,Peru,Loreto,Maynas,Probable and confirmed,6
2007-07-29,2007,7,2007,30,Peru,Loreto,Maynas,Probable and confirmed,24
2007-08-05,2007,8,2007,31,Peru,Loreto,Maynas,Probable and confirmed,9
2007-08-12,2007,8,2007,32,Peru,Loreto,Maynas,Probable and confirmed,14
2007-08-19,2007,8,2007,33,Peru,Loreto,Maynas,Probable and confirmed,14
2007-08-26,2007,8,2007,34,Peru,Loreto,Maynas,Probable and confirmed,8
2007-09-02,2007,9,2007,35,Peru,Loreto,Maynas,Probable and confirmed,17
2007-09-09,2007,9,2007,36,Peru,Loreto,Maynas,Probable and confirmed,8
2007-09-16,2007,9,2007,37,Peru,Loreto,Maynas,Probable and confirmed,15
2007-09-23,2007,9,2007,38,Peru,Loreto,Maynas,Probable and confirmed,15
2007-09-30,2007,9,2007,39,Peru,Loreto,Maynas,Probable and confirmed,14
2007-10-07,2007,10,2007,40,Peru,Loreto,Maynas,Probable and confirmed,32
2007-10-14,2007,10,2007,41,Peru,Loreto,Maynas,Probable and confirmed,16
2007-10-21,2007,10,2007,42,Peru,Loreto,Maynas,Probable and confirmed,22
2007-10-28,2007,10,2007,43,Peru,Loreto,Maynas,Probable and confirmed,8
2007-11-04,2007,11,2007,44,Peru,Loreto,Maynas,Probable and confirmed,15
2007-11-11,2007,11,2007,45,Peru,Loreto,Maynas,Probable and confirmed,4
2007-11-18,2007,11,2007,46,Peru,Loreto,Maynas,Probable and confirmed,13
2007-11-25,2007,11,2007,47,Peru,Loreto,Maynas,Probable and confirmed,23
2007-12-02,2007,12,2007,48,Peru,Loreto,Maynas,Probable and confirmed,42
2007-12-09,2007,12,2007,49,Peru,Loreto,Maynas,Probable and confirmed,49
2007-12-16,2007,12,2007,50,Peru,Loreto,Maynas,Probable and confirmed,44
2007-12-23,2007,12,2007,51,Peru,Loreto,Maynas,Probable and confirmed,41
2007-12-30,2007,12,2007,52,Peru,Loreto,Maynas,Probable and confirmed,88
2008-01-06,2008,1,2008,1,Peru,Loreto,Maynas,Probable and confirmed,119
2008-01-13,2008,1,2008,2,Peru,Loreto,Maynas,Probable and confirmed,116
2008-01-20,2008,1,2008,3,Peru,Loreto,Maynas,Probable and confirmed,162
2008-01-27,2008,1,2008,4,Peru,Loreto,Maynas,Probable and confirmed,178
2008-02-03,2008,2,2008,5,Peru,Loreto,Maynas,Probable and confirmed,151
2008-02-10,2008,2,2008,6,Peru,Loreto,Maynas,Probable and confirmed,205
2008-02-17,2008,2,2008,7,Peru,Loreto,Maynas,Probable and confirmed,264
2008-02-24,2008,2,2008,8,Peru,Loreto,Maynas,Probable and confirmed,330
2008-03-02,2008,3,2008,9,Peru,Loreto,Maynas,Probable and confirmed,240
2008-03-09,2008,3,2008,10,Peru,Loreto,Maynas,Probable and confirmed,157
2008-03-16,2008,3,2008,11,Peru,Loreto,Maynas,Probable and confirmed,57
2008-03-23,2008,3,2008,12,Peru,Loreto,Maynas,Probable and confirmed,83
2008-03-30,2008,3,2008,13,Peru,Loreto,Maynas,Probable and confirmed,79
2008-04-06,2008,4,2008,14,Peru,Loreto,Maynas,Probable and confirmed,61
2008-04-13,2008,4,2008,15,Peru,Loreto,Maynas,Probable and confirmed,54
2008-04-20,2008,4,2008,16,Peru,Loreto,Maynas,Probable and confirmed,42
2008-04-27,2008,4,2008,17,Peru,Loreto,Maynas,Probable and confirmed,18
2008-05-04,2008,5,2008,18,Peru,Loreto,Maynas,Probable and confirmed,25
2008-05-11,2008,5,2008,19,Peru,Loreto,Maynas,Probable and confirmed,6
2008-05-18,2008,5,2008,20,Peru,Loreto,Maynas,Probable and confirmed,5
2008-05-25,2008,5,2008,21,Peru,Loreto,Maynas,Probable and confirmed,7
2008-06-01,2008,6,2008,22,Peru,Loreto,Maynas,Probable and confirmed,7
2008-06-08,2008,6,2008,23,Peru,Loreto,Maynas,Probable and confirmed,3
2008-06-15,2008,6,2008,24,Peru,Loreto,Maynas,Probable and confirmed,1
2008-06-22,2008,6,2008,25,Peru,Loreto,Maynas,Probable and confirmed,6
2008-06-29,2008,6,2008,26,Peru,Loreto,Maynas,Probable and confirmed,9
2008-07-06,2008,7,2008,27,Peru,Loreto,Maynas,Probable and confirmed,23
2008-07-13,2008,7,2008,28,Peru,Loreto,Maynas,Probable and confirmed,9
2008-07-20,2008,7,2008,29,Peru,Loreto,Maynas,Probable and confirmed,19
2008-07-27,2008,7,2008,30,Peru,Loreto,Maynas,Probable and confirmed,10
2008-08-03,2008,8,2008,31,Peru,Loreto,Maynas,Probable and confirmed,4
2008-08-10,2008,8,2008,32,Peru,Loreto,Maynas,Probable and confirmed,5
2008-08-17,2008,8,2008,33,Peru,Loreto,Maynas,Probable and confirmed,5
2008-08-24,2008,8,2008,34,Peru,Loreto,Maynas,Probable and confirmed,13
2008-08-31,2008,8,2008,35,Peru,Loreto,Maynas,Probable and confirmed,18
2008-09-07,2008,9,2008,36,Peru,Loreto,Maynas,Probable and confirmed,38
2008-09-14,2008,9,2008,37,Peru,Loreto,Maynas,Probable and confirmed,55
2008-09-21,2008,9,2008,38,Peru,Loreto,Maynas,Probable and confirmed,74
2008-09-28,2008,9,2008,39,Peru,Loreto,Maynas,Probable and confirmed,156
2008-10-05,2008,10,2008,40,Peru,Loreto,Maynas,Probable and confirmed,287
2008-10-12,2008,10,2008,41,Peru,Loreto,Maynas,Probable and confirmed,366
2008-10-19,2008,10,2008,42,Peru,Loreto,Maynas,Probable and confirmed,332
2008-10-26,2008,10,2008,43,Peru,Loreto,Maynas,Probable and confirmed,316
2008-11-02,2008,11,2008,44,Peru,Loreto,Maynas,Probable and confirmed,402
2008-11-09,2008,11,2008,45,Peru,Loreto,Maynas,Probable and confirmed,318
2008-11-16,2008,11,2008,46,Peru,Loreto,Maynas,Probable and confirmed,180
2008-11-23,2008,11,2008,47,Peru,Loreto,Maynas,Probable and confirmed,246
2008-11-30,2008,11,2008,48,Peru,Loreto,Maynas,Probable and confirmed,289
2008-12-07,2008,12,2008,49,Peru,Loreto,Maynas,Probable and confirmed,267
2008-12-14,2008,12,2008,50,Peru,Loreto,Maynas,Probable and confirmed,257
2008-12-21,2008,12,2008,51,Peru,Loreto,Maynas,Probable and confirmed,290
2008-12-28,2008,12,2008,52,Peru,Loreto,Maynas,Probable and confirmed,165
2009-01-04,2009,1,2009,1,Peru,Loreto,Maynas,Probable and confirmed,222
2009-01-11,2009,1,2009,2,Peru,Loreto,Maynas,Probable and confirmed,240
2009-01-18,2009,1,2009,3,Peru,Loreto,Maynas,Probable and confirmed,187
2009-01-25,2009,1,2009,4,Peru,Loreto,Maynas,Probable and confirmed,213
2009-02-01,2009,2,2009,5,Peru,Loreto,Maynas,Probable and confirmed,221
2009-02-08,2009,2,2009,6,Peru,Loreto,Maynas,Probable and confirmed,201
2009-02-15,2009,2,2009,7,Peru,Loreto,Maynas,Probable and confirmed,137
2009-02-22,2009,2,2009,8,Peru,Loreto,Maynas,Probable and confirmed,89
2009-03-01,2009,3,2009,9,Peru,Loreto,Maynas,Probable and confirmed,87
2009-03-08,2009,3,2009,10,Peru,Loreto,Maynas,Probable and confirmed,110
2009-03-15,2009,3,2009,11,Peru,Loreto,Maynas,Probable and confirmed,85
2009-03-22,2009,3,2009,12,Peru,Loreto,Maynas,Probable and confirmed,73
2009-03-29,2009,3,2009,13,Peru,Loreto,Maynas,Probable and confirmed,87
2009-04-05,2009,4,2009,14,Peru,Loreto,Maynas,Probable and confirmed,75
2009-04-12,2009,4,2009,15,Peru,Loreto,Maynas,Probable and confirmed,75
2009-04-19,2009,4,2009,16,Peru,Loreto,Maynas,Probable and confirmed,90
2009-04-26,2009,4,2009,17,Peru,Loreto,Maynas,Probable and confirmed,41
2009-05-03,2009,5,2009,18,Peru,Loreto,Maynas,Probable and confirmed,52
2009-05-10,2009,5,2009,19,Peru,Loreto,Maynas,Probable and confirmed,41
2009-05-17,2009,5,2009,20,Peru,Loreto,Maynas,Probable and confirmed,23
2009-05-24,2009,5,2009,21,Peru,Loreto,Maynas,Probable and confirmed,27
2009-05-31,2009,5,2009,22,Peru,Loreto,Maynas,Probable and confirmed,33
2009-06-07,2009,6,2009,23,Peru,Loreto,Maynas,Probable and confirmed,38
2009-06-14,2009,6,2009,24,Peru,Loreto,Maynas,Probable and confirmed,51
2009-06-21,2009,6,2009,25,Peru,Loreto,Maynas,Probable and confirmed,44
2009-06-28,2009,6,2009,26,Peru,Loreto,Maynas,Probable and confirmed,42
2009-07-05,2009,7,2009,27,Peru,Loreto,Maynas,Probable and confirmed,39
2009-07-12,2009,7,2009,28,Peru,Loreto,Maynas,Probable and confirmed,26
2009-07-19,2009,7,2009,29,Peru,Loreto,Maynas,Probable and confirmed,19
2009-07-26,2009,7,2009,30,Peru,Loreto,Maynas,Probable and confirmed,21
2009-08-02,2009,8,2009,31,Peru,Loreto,Maynas,Probable and confirmed,23
2009-08-09,2009,8,2009,32,Peru,Loreto,Maynas,Probable and confirmed,23
2009-08-16,2009,8,2009,33,Peru,Loreto,Maynas,Probable and confirmed,15
2009-08-23,2009,8,2009,34,Peru,Loreto,Maynas,Probable and confirmed,16
2009-08-30,2009,8,2009,35,Peru,Loreto,Maynas,Probable and confirmed,19
2009-09-06,2009,9,2009,36,Peru,Loreto,Maynas,Probable and confirmed,19
2009-09-13,2009,9,2009,37,Peru,Loreto,Maynas,Probable and confirmed,28
2009-09-20,2009,9,2009,38,Peru,Loreto,Maynas,Probable and confirmed,25
2009-09-27,2009,9,2009,39,Peru,Loreto,Maynas,Probable and confirmed,24
2009-10-04,2009,10,2009,40,Peru,Loreto,Maynas,Probable and confirmed,14
2009-10-11,2009,10,2009,41,Peru,Loreto,Maynas,Probable and confirmed,24
2009-10-18,2009,10,2009,42,Peru,Loreto,Maynas,Probable and confirmed,12
2009-10-25,2009,10,2009,43,Peru,Loreto,Maynas,Probable and confirmed,50
2009-11-01,2009,11,2009,44,Peru,Loreto,Maynas,Probable and confirmed,47
2009-11-08,2009,11,2009,45,Peru,Loreto,Maynas,Probable and confirmed,43
2009-11-15,2009,11,2009,46,Peru,Loreto,Maynas,Probable and confirmed,66
2009-11-22,2009,11,2009,47,Peru,Loreto,Maynas,Probable and confirmed,34
2009-11-29,2009,11,2009,48,Peru,Loreto,Maynas,Probable and confirmed,50
2009-12-06,2009,12,2009,49,Peru,Loreto,Maynas,Probable and confirmed,30
2009-12-13,2009,12,2009,50,Peru,Loreto,Maynas,Probable and confirmed,21
2009-12-20,2009,12,2009,51,Peru,Loreto,Maynas,Probable and confirmed,23
2009-12-27,2009,12,2009,52,Peru,Loreto,Maynas,Probable and confirmed,31
2010-01-03,2010,1,2009,53,Peru,Loreto,Maynas,Probable and confirmed,25
2010-01-10,2010,1,2010,1,Peru,Loreto,Maynas,Probable and confirmed,18
2010-01-17,2010,1,2010,2,Peru,Loreto,Maynas,Probable and confirmed,15
2010-01-24,2010,1,2010,3,Peru,Loreto,Maynas,Probable and confirmed,30
2010-01-31,2010,1,2010,4,Peru,Loreto,Maynas,Probable and confirmed,26
2010-02-07,2010,2,2010,5,Peru,Loreto,Maynas,Probable and confirmed,29
2010-02-14,2010,2,2010,6,Peru,Loreto,Maynas,Probable and confirmed,36
2010-02-21,2010,2,2010,7,Peru,Loreto,Maynas,Probable and confirmed,39
2010-02-28,2010,2,2010,8,Peru,Loreto,Maynas,Probable and confirmed,18
2010-03-07,2010,3,2010,9,Peru,Loreto,Maynas,Probable and confirmed,22
2010-03-14,2010,3,2010,10,Peru,Loreto,Maynas,Probable and confirmed,21
2010-03-21,2010,3,2010,11,Peru,Loreto,Maynas,Probable and confirmed,9
2010-03-28,2010,3,2010,12,Peru,Loreto,Maynas,Probable and confirmed,7
2010-04-04,2010,4,2010,13,Peru,Loreto,Maynas,Probable and confirmed,15
2010-04-11,2010,4,2010,14,Peru,Loreto,Maynas,Probable and confirmed,16
2010-04-18,2010,4,2010,15,Peru,Loreto,Maynas,Probable and confirmed,16
2010-04-25,2010,4,2010,16,Peru,Loreto,Maynas,Probable and confirmed,8
2010-05-02,2010,5,2010,17,Peru,Loreto,Maynas,Probable and confirmed,12
2010-05-09,2010,5,2010,18,Peru,Loreto,Maynas,Probable and confirmed,8
2010-05-16,2010,5,2010,19,Peru,Loreto,Maynas,Probable and confirmed,13
2010-05-23,2010,5,2010,20,Peru,Loreto,Maynas,Probable and confirmed,9
2010-05-30,2010,5,2010,21,Peru,Loreto,Maynas,Probable and confirmed,8
2010-06-06,2010,6,2010,22,Peru,Loreto,Maynas,Probable and confirmed,7
2010-06-13,2010,6,2010,23,Peru,Loreto,Maynas,Probable and confirmed,5
2010-06-20,2010,6,2010,24,Peru,Loreto,Maynas,Probable and confirmed,4
2010-06-27,2010,6,2010,25,Peru,Loreto,Maynas,Probable and confirmed,2
2010-07-04,2010,7,2010,26,Peru,Loreto,Maynas,Probable and confirmed,5
2010-07-11,2010,7,2010,27,Peru,Loreto,Maynas,Probable and confirmed,6
2010-07-18,2010,7,2010,28,Peru,Loreto,Maynas,Probable and confirmed,9
2010-07-25,2010,7,2010,29,Peru,Loreto,Maynas,Probable and confirmed,2
2010-08-01,2010,8,2010,30,Peru,Loreto,Maynas,Probable and confirmed,5
2010-08-08,2010,8,2010,31,Peru,Loreto,Maynas,Probable and confirmed,7
2010-08-15,2010,8,2010,32,Peru,Loreto,Maynas,Probable and confirmed,3
2010-08-22,2010,8,2010,33,Peru,Loreto,Maynas,Probable and confirmed,1
2010-08-29,2010,8,2010,34,Peru,Loreto,Maynas,Probable and confirmed,2
2010-09-05,2010,9,2010,35,Peru,Loreto,Maynas,Probable and confirmed,4
2010-09-12,2010,9,2010,36,Peru,Loreto,Maynas,Probable and confirmed,8
2010-09-19,2010,9,2010,37,Peru,Loreto,Maynas,Probable and confirmed,6
2010-09-26,2010,9,2010,38,Peru,Loreto,Maynas,Probable and confirmed,6
2010-10-03,2010,10,2010,39,Peru,Loreto,Maynas,Probable and confirmed,2
2010-10-10,2010,10,2010,40,Peru,Loreto,Maynas,Probable and confirmed,2
2010-10-17,2010,10,2010,41,Peru,Loreto,Maynas,Probable and confirmed,5
2010-10-24,2010,10,2010,42,Peru,Loreto,Maynas,Probable and confirmed,8
2010-10-31,2010,10,2010,43,Peru,Loreto,Maynas,Probable and confirmed,12
2010-11-07,2010,11,2010,44,Peru,Loreto,Maynas,Probable and confirmed,11
2010-11-14,2010,11,2010,45,Peru,Loreto,Maynas,Probable and confirmed,11
2010-11-21,2010,11,2010,46,Peru,Loreto,Maynas,Probable and confirmed,10
2010-11-28,2010,11,2010,47,Peru,Loreto,Maynas,Probable and confirmed,26
2010-12-05,2010,12,2010,48,Peru,Loreto,Maynas,Probable and confirmed,22
2010-12-12,2010,12,2010,49,Peru,Loreto,Maynas,Probable and confirmed,27
2010-12-19,2010,12,2010,50,Peru,Loreto,Maynas,Probable and confirmed,46
2010-12-26,2010,12,2010,51,Peru,Loreto,Maynas,Probable and confirmed,136
2011-01-02,2011,1,2010,52,Peru,Loreto,Maynas,Probable and confirmed,1133
2011-01-09,2011,1,2011,1,Peru,Loreto,Maynas,Probable and confirmed,1944
2011-01-16,2011,1,2011,2,Peru,Loreto,Maynas,Probable and confirmed,2941
2011-01-23,2011,1,2011,3,Peru,Loreto,Maynas,Probable and confirmed,2404
2011-01-30,2011,1,2011,4,Peru,Loreto,Maynas,Probable and confirmed,1830
2011-02-06,2011,2,2011,5,Peru,Loreto,Maynas,Probable and confirmed,2517
2011-02-13,2011,2,2011,6,Peru,Loreto,Maynas,Probable and confirmed,1197
2011-02-20,2011,2,2011,7,Peru,Loreto,Maynas,Probable and confirmed,1379
2011-02-27,2011,2,2011,8,Peru,Loreto,Maynas,Probable and confirmed,919
2011-03-06,2011,3,2011,9,Peru,Loreto,Maynas,Probable and confirmed,733
2011-03-13,2011,3,2011,10,Peru,Loreto,Maynas,Probable and confirmed,589
2011-03-20,2011,3,2011,11,Peru,Loreto,Maynas,Probable and confirmed,449
2011-03-27,2011,3,2011,12,Peru,Loreto,Maynas,Probable and confirmed,377
2011-04-03,2011,4,2011,13,Peru,Loreto,Maynas,Probable and confirmed,205
2011-04-10,2011,4,2011,14,Peru,Loreto,Maynas,Probable and confirmed,157
2011-04-17,2011,4,2011,15,Peru,Loreto,Maynas,Probable and confirmed,131
2011-04-24,2011,4,2011,16,Peru,Loreto,Maynas,Probable and confirmed,92
2011-05-01,2011,5,2011,17,Peru,Loreto,Maynas,Probable and confirmed,83
2011-05-08,2011,5,2011,18,Peru,Loreto,Maynas,Probable and confirmed,65
2011-05-15,2011,5,2011,19,Peru,Loreto,Maynas,Probable and confirmed,42
2011-05-22,2011,5,2011,20,Peru,Loreto,Maynas,Probable and confirmed,44
2011-05-29,2011,5,2011,21,Peru,Loreto,Maynas,Probable and confirmed,46
2011-06-05,2011,6,2011,22,Peru,Loreto,Maynas,Probable and confirmed,44
2011-06-12,2011,6,2011,23,Peru,Loreto,Maynas,Probable and confirmed,34
2011-06-19,2011,6,2011,24,Peru,Loreto,Maynas,Probable and confirmed,34
2011-06-26,2011,6,2011,25,Peru,Loreto,Maynas,Probable and confirmed,28
2011-07-03,2011,7,2011,26,Peru,Loreto,Maynas,Probable and confirmed,34
2011-07-10,2011,7,2011,27,Peru,Loreto,Maynas,Probable and confirmed,20
2011-07-17,2011,7,2011,28,Peru,Loreto,Maynas,Probable and confirmed,24
2011-07-24,2011,7,2011,29,Peru,Loreto,Maynas,Probable and confirmed,24
2011-07-31,2011,7,2011,30,Peru,Loreto,Maynas,Probable and confirmed,35
2011-08-07,2011,8,2011,31,Peru,Loreto,Maynas,Probable and confirmed,28
2011-08-14,2011,8,2011,32,Peru,Loreto,Maynas,Probable and confirmed,29
2011-08-21,2011,8,2011,33,Peru,Loreto,Maynas,Probable and confirmed,20
2011-08-28,2011,8,2011,34,Peru,Loreto,Maynas,Probable and confirmed,12
2011-09-04,2011,9,2011,35,Peru,Loreto,Maynas,Probable and confirmed,17
2011-09-11,2011,9,2011,36,Peru,Loreto,Maynas,Probable and confirmed,6
2011-09-18,2011,9,2011,37,Peru,Loreto,Maynas,Probable and confirmed,7
2011-09-25,2011,9,2011,38,Peru,Loreto,Maynas,Probable and confirmed,13
2011-10-02,2011,10,2011,39,Peru,Loreto,Maynas,Probable and confirmed,23
2011-10-09,2011,10,2011,40,Peru,Loreto,Maynas,Probable and confirmed,19
2011-10-16,2011,10,2011,41,Peru,Loreto,Maynas,Probable and confirmed,11
2011-10-23,2011,10,2011,42,Peru,Loreto,Maynas,Probable and confirmed,7
2011-10-30,2011,10,2011,43,Peru,Loreto,Maynas,Probable and confirmed,10
2011-11-06,2011,11,2011,44,Peru,Loreto,Maynas,Probable and confirmed,6
2011-11-13,2011,11,2011,45,Peru,Loreto,Maynas,Probable and confirmed,12
2011-11-20,2011,11,2011,46,Peru,Loreto,Maynas,Probable and confirmed,19
2011-11-27,2011,11,2011,47,Peru,Loreto,Maynas,Probable and confirmed,19
2011-12-04,2011,12,2011,48,Peru,Loreto,Maynas,Probable and confirmed,21
2011-12-11,2011,12,2011,49,Peru,Loreto,Maynas,Probable and confirmed,9
2011-12-18,2011,12,2011,50,Peru,Loreto,Maynas,Probable and confirmed,6
2011-12-25,2011,12,2011,51,Peru,Loreto,Maynas,Probable and confirmed,13
2012-01-01,2012,1,2011,52,Peru,Loreto,Maynas,Probable and confirmed,67
2012-01-08,2012,1,2012,1,Peru,Loreto,Maynas,Probable and confirmed,64
2012-01-15,2012,1,2012,2,Peru,Loreto,Maynas,Probable and confirmed,51
2012-01-22,2012,1,2012,3,Peru,Loreto,Maynas,Probable and confirmed,51
2012-01-29,2012,1,2012,4,Peru,Loreto,Maynas,Probable and confirmed,100
2012-02-05,2012,2,2012,5,Peru,Loreto,Maynas,Probable and confirmed,115
2012-02-12,2012,2,2012,6,Peru,Loreto,Maynas,Probable and confirmed,103
2012-02-19,2012,2,2012,7,Peru,Loreto,Maynas,Probable and confirmed,80
2012-02-26,2012,2,2012,8,Peru,Loreto,Maynas,Probable and confirmed,67
2012-03-04,2012,3,2012,9,Peru,Loreto,Maynas,Probable and confirmed,68
2012-03-11,2012,3,2012,10,Peru,Loreto,Maynas,Probable and confirmed,87
2012-03-18,2012,3,2012,11,Peru,Loreto,Maynas,Probable and confirmed,105
2012-03-25,2012,3,2012,12,Peru,Loreto,Maynas,Probable and confirmed,142
2012-04-01,2012,4,2012,13,Peru,Loreto,Maynas,Probable and confirmed,158
2012-04-08,2012,4,2012,14,Peru,Loreto,Maynas,Probable and confirmed,152
2012-04-15,2012,4,2012,15,Peru,Loreto,Maynas,Probable and confirmed,141
2012-04-22,2012,4,2012,16,Peru,Loreto,Maynas,Probable and confirmed,142
2012-04-29,2012,4,2012,17,Peru,Loreto,Maynas,Probable and confirmed,125
2012-05-06,2012,5,2012,18,Peru,Loreto,Maynas,Probable and confirmed,99
2012-05-13,2012,5,2012,19,Peru,Loreto,Maynas,Probable and confirmed,120
2012-05-20,2012,5,2012,20,Peru,Loreto,Maynas,Probable and confirmed,89
2012-05-27,2012,5,2012,21,Peru,Loreto,Maynas,Probable and confirmed,75
2012-06-03,2012,6,2012,22,Peru,Loreto,Maynas,Probable and confirmed,55
2012-06-10,2012,6,2012,23,Peru,Loreto,Maynas,Probable and confirmed,59
2012-06-17,2012,6,2012,24,Peru,Loreto,Maynas,Probable and confirmed,88
2012-06-24,2012,6,2012,25,Peru,Loreto,Maynas,Probable and confirmed,109
2012-07-01,2012,7,2012,26,Peru,Loreto,Maynas,Probable and confirmed,112
2012-07-08,2012,7,2012,27,Peru,Loreto,Maynas,Probable and confirmed,50
2012-07-15,2012,7,2012,28,Peru,Loreto,Maynas,Probable and confirmed,14
2012-07-22,2012,7,2012,29,Peru,Loreto,Maynas,Probable and confirmed,14
2012-07-29,2012,7,2012,30,Peru,Loreto,Maynas,Probable and confirmed,8
2012-08-05,2012,8,2012,31,Peru,Loreto,Maynas,Probable and confirmed,9
2012-08-12,2012,8,2012,32,Peru,Loreto,Maynas,Probable and confirmed,17
2012-08-19,2012,8,2012,33,Peru,Loreto,Maynas,Probable and confirmed,9
