week_start_date,week_end_date,surface_pressure_hpa_mean,surface_pressure_hpa_min,surface_pressure_hpa_max,observations_6hourly,complete_week
2018-02-11,2018-02-17,994.1560439560438,990.6538461538461,997.553846153846,28,True
2018-02-18,2018-02-24,992.8252747252747,990.1153846153846,995.5076923076923,28,True
2018-02-25,2018-03-03,993.6626373626374,990.9192307692308,995.2346153846153,28,True
2018-03-04,2018-03-10,993.9168956043957,991.0692307692308,996.2307692307692,28,True
2018-03-11,2018-03-17,993.7002747252747,991.7384615384616,995.7730769230769,28,True
2018-03-18,2018-03-24,992.8000000000001,989.1153846153846,994.9692307692308,28,True
2018-03-25,2018-03-31,993.4009615384615,991.3307692307692,994.7423076923077,28,True
2018-04-01,2018-04-07,992.8604395604395,991.3346153846153,994.3346153846153,28,True
2018-04-08,2018-04-14,994.306456043956,991.7192307692308,996.6269230769232,28,True
2018-04-15,2018-04-21,997.004532967033,995.2846153846153,998.65,28,True
2018-04-22,2018-04-28,995.9123626373627,994.3884615384616,997.7576923076923,28,True
2018-04-29,2018-05-05,995.9993131868132,993.3307692307692,998.2307692307692,28,True
2018-05-06,2018-05-12,996.2638736263735,994.5,997.4538461538461,28,True
2018-05-13,2018-05-19,995.104532967033,992.7769230769231,996.5615384615385,28,True
2018-05-20,2018-05-26,997.4957417582418,994.8423076923077,999.4653846153847,28,True
2018-05-27,2018-06-02,995.9568681318681,992.5269230769231,998.4538461538461,28,True
2018-06-03,2018-06-09,998.2756868131868,994.1692307692308,1000.9307692307692,28,True
2018-06-10,2018-06-16,998.3475274725275,995.75,1001.5384615384615,28,True
2018-06-17,2018-06-23,1000.1542582417582,996.9769230769231,1002.946153846154,28,True
2018-06-24,2018-06-30,997.1287087912087,995.3653846153846,998.4038461538461,28,True
2018-07-01,2018-07-07,996.0740384615384,993.2230769230769,997.7538461538461,28,True
2018-07-08,2018-07-14,999.2010989010989,995.7461538461539,1000.8730769230768,28,True
2018-07-15,2018-07-21,998.0178571428571,995.4846153846153,1000.5307692307692,28,True
2018-07-22,2018-07-28,998.7718406593406,997.0692307692308,1000.3346153846153,28,True
2018-07-29,2018-08-04,996.5252747252747,993.7615384615384,998.2807692307692,28,True
2018-08-05,2018-08-11,998.3258241758241,994.0,1000.7423076923077,28,True
2018-08-12,2018-08-18,998.3019230769231,993.4846153846153,1001.4807692307692,28,True
2018-08-19,2018-08-25,997.9719780219781,994.4192307692308,1000.9576923076924,28,True
2018-08-26,2018-09-01,996.810576923077,992.7769230769231,1000.1,28,True
2018-09-02,2018-09-08,995.5596153846154,992.3538461538461,997.2692307692308,28,True
2018-09-09,2018-09-15,993.7739010989011,990.3923076923077,997.6461538461539,28,True
2018-09-16,2018-09-22,994.0476648351648,991.9076923076923,995.9038461538461,28,True
2018-09-23,2018-09-29,993.2666208791209,990.2961538461539,995.6423076923077,28,True
2018-09-30,2018-10-06,993.4796703296704,990.7038461538461,995.95,28,True
2018-10-07,2018-10-13,993.476510989011,991.25,996.4615384615385,28,True
2018-10-14,2018-10-20,992.7548076923077,987.9961538461539,996.6653846153847,28,True
2018-10-21,2018-10-27,991.8990384615385,988.7461538461539,995.0576923076924,28,True
2018-10-28,2018-11-03,993.7598901098901,990.9076923076923,996.0692307692308,28,True
2018-11-04,2018-11-10,991.8076923076923,989.4038461538461,994.2307692307692,28,True
2018-11-11,2018-11-17,991.5708791208791,989.45,993.5730769230769,28,True
2018-11-18,2018-11-24,992.5729395604395,989.2615384615384,995.0076923076923,28,True
2018-11-25,2018-12-01,992.1416208791209,990.3307692307692,994.2115384615385,28,True
2018-12-02,2018-12-08,993.4590659340658,989.85,997.6307692307693,28,True
2018-12-09,2018-12-15,996.5840659340658,994.8,998.1153846153846,28,True
2018-12-16,2018-12-22,995.723489010989,993.9692307692308,997.6923076923076,28,True
2018-12-23,2018-12-29,994.2446428571429,992.7769230769231,996.35,28,True
2018-12-30,2019-01-05,994.7664835164835,992.1653846153847,998.0846153846153,28,True
2019-01-06,2019-01-12,993.4752747252747,991.0192307692308,996.1730769230769,28,True
2019-01-13,2019-01-19,995.7564560439561,992.8076923076924,997.4423076923076,28,True
2019-01-20,2019-01-26,995.9094780219781,992.7884615384615,997.1692307692308,28,True
2019-01-27,2019-02-02,993.5362637362638,991.9423076923076,994.946153846154,28,True
2019-02-03,2019-02-09,993.6487637362637,991.4192307692308,995.3307692307692,28,True
2019-02-10,2019-02-16,994.2387362637363,991.0,997.1038461538461,28,True
2019-02-17,2019-02-23,994.2901098901099,992.3192307692308,995.8576923076923,28,True
2019-02-24,2019-03-02,993.8175824175825,990.2230769230769,996.4307692307692,28,True
2019-03-03,2019-03-09,994.0875,992.35,996.1192307692307,28,True
2019-03-10,2019-03-16,993.9137362637363,991.7076923076924,995.8076923076924,28,True
2019-03-17,2019-03-23,993.9116758241759,992.3884615384616,996.1884615384615,28,True
2019-03-24,2019-03-30,994.5559065934066,991.0269230769231,996.3307692307692,28,True
2019-03-31,2019-04-06,993.7453296703296,990.6346153846154,995.9538461538461,28,True
2019-04-07,2019-04-13,994.8717032967033,991.05,997.7615384615384,28,True
2019-04-14,2019-04-20,994.3311813186813,992.0115384615384,995.9730769230769,28,True
2019-04-21,2019-04-27,994.8366758241758,992.5576923076924,997.1576923076923,28,True
2019-04-28,2019-05-04,994.9243131868132,993.2730769230769,996.5692307692308,28,True
2019-05-05,2019-05-11,995.2335164835165,991.9538461538461,998.1576923076923,28,True
2019-05-12,2019-05-18,996.534065934066,992.75,999.9269230769231,28,True
2019-05-19,2019-05-25,995.2402472527473,992.7346153846153,996.7923076923076,28,True
2019-05-26,2019-06-01,995.3739010989011,993.2692307692308,997.0576923076924,28,True
2019-06-02,2019-06-08,997.2824175824177,994.2730769230769,999.6846153846153,28,True
2019-06-09,2019-06-15,997.6354395604395,996.0769230769231,998.7423076923077,28,True
2019-06-16,2019-06-22,998.9726648351649,996.4192307692308,1001.8423076923077,28,True
2019-06-23,2019-06-29,997.2528846153846,993.6615384615384,1001.0846153846153,28,True
2019-06-30,2019-07-06,996.4252747252748,992.6346153846154,999.3653846153846,28,True
2019-07-07,2019-07-13,998.4938186813187,994.35,1001.75,28,True
2019-07-14,2019-07-20,997.9653846153846,995.4115384615384,999.9769230769231,28,True
2019-07-21,2019-07-27,997.8092032967033,995.5230769230769,999.9923076923077,28,True
2019-07-28,2019-08-03,997.3354395604396,993.8,1000.7692307692308,28,True
2019-08-04,2019-08-10,999.898489010989,997.0807692307692,1002.4653846153847,28,True
2019-08-11,2019-08-17,998.1741758241758,995.4846153846153,999.7923076923076,28,True
