timestamp,source,surface_pressure_pa,surface_pressure_hpa,maynas_grid_cells,source_file
2000-01-13 06:00:00,CFSR,99056.92307692308,990.5692307692308,26,pgbh06.gdas.20000111-20000115.grb2.nc.gz
2000-01-13 12:00:00,CFSR,99271.92307692308,992.7192307692308,26,pgbh06.gdas.20000111-20000115.grb2.nc.gz
2000-01-13 18:00:00,CFSR,99065.38461538461,990.6538461538461,26,pgbh06.gdas.20000111-20000115.grb2.nc.gz
2000-01-14 00:00:00,CFSR,98801.53846153847,988.0153846153847,26,pgbh06.gdas.20000111-20000115.grb2.nc.gz
2000-01-14 06:00:00,CFSR,99008.46153846153,990.0846153846153,26,pgbh06.gdas.20000111-20000115.grb2.nc.gz
2000-01-14 12:00:00,CFSR,99213.84615384616,992.1384615384616,26,pgbh06.gdas.20000111-20000115.grb2.nc.gz
2000-01-14 18:00:00,CFSR,99017.69230769231,990.1769230769231,26,pgbh06.gdas.20000111-20000115.grb2.nc.gz
2000-01-15 00:00:00,CFSR,98793.46153846153,987.9346153846153,26,pgbh06.gdas.20000111-20000115.grb2.nc.gz
2000-01-15 06:00:00,CFSR,99076.92307692308,990.7692307692308,26,pgbh06.gdas.20000111-20000115.grb2.nc.gz
2000-01-15 12:00:00,CFSR,99231.15384615384,992.3115384615385,26,pgbh06.gdas.20000111-20000115.grb2.nc.gz
2000-01-15 18:00:00,CFSR,98938.07692307692,989.3807692307693,26,pgbh06.gdas.20000111-20000115.grb2.nc.gz
2000-01-16 00:00:00,CFSR,98796.15384615384,987.9615384615385,26,pgbh06.gdas.20000111-20000115.grb2.nc.gz
2000-01-16 06:00:00,CFSR,99086.53846153847,990.8653846153846,26,pgbh06.gdas.20000116-20000120.grb2.nc.gz
2000-01-16 12:00:00,CFSR,99240.76923076923,992.4076923076923,26,pgbh06.gdas.20000116-20000120.grb2.nc.gz
2000-01-16 18:00:00,CFSR,98985.0,989.85,26,pgbh06.gdas.20000116-20000120.grb2.nc.gz
2000-01-17 00:00:00,CFSR,98858.46153846153,988.5846153846153,26,pgbh06.gdas.20000116-20000120.grb2.nc.gz
2000-01-17 06:00:00,CFSR,99175.38461538461,991.7538461538461,26,pgbh06.gdas.20000116-20000120.grb2.nc.gz
2000-01-17 12:00:00,CFSR,99375.76923076923,993.7576923076923,26,pgbh06.gdas.20000116-20000120.grb2.nc.gz
2000-01-17 18:00:00,CFSR,99158.84615384616,991.5884615384616,26,pgbh06.gdas.20000116-20000120.grb2.nc.gz
2000-01-18 00:00:00,CFSR,98988.07692307692,989.8807692307693,26,pgbh06.gdas.20000116-20000120.grb2.nc.gz
2000-01-18 06:00:00,CFSR,99336.53846153847,993.3653846153846,26,pgbh06.gdas.20000116-20000120.grb2.nc.gz
2000-01-18 12:00:00,CFSR,99597.30769230769,995.9730769230769,26,pgbh06.gdas.20000116-20000120.grb2.nc.gz
2000-01-18 18:00:00,CFSR,99538.46153846153,995.3846153846154,26,pgbh06.gdas.20000116-20000120.grb2.nc.gz
2000-01-19 00:00:00,CFSR,99477.30769230769,994.7730769230769,26,pgbh06.gdas.20000116-20000120.grb2.nc.gz
2000-01-19 06:00:00,CFSR,99571.53846153847,995.7153846153847,26,pgbh06.gdas.20000116-20000120.grb2.nc.gz
2000-01-19 12:00:00,CFSR,99643.07692307692,996.4307692307692,26,pgbh06.gdas.20000116-20000120.grb2.nc.gz
2000-01-19 18:00:00,CFSR,99572.69230769231,995.7269230769231,26,pgbh06.gdas.20000116-20000120.grb2.nc.gz
2000-01-20 00:00:00,CFSR,99398.07692307692,993.9807692307692,26,pgbh06.gdas.20000116-20000120.grb2.nc.gz
2000-01-20 06:00:00,CFSR,99557.69230769231,995.5769230769231,26,pgbh06.gdas.20000116-20000120.grb2.nc.gz
2000-01-20 12:00:00,CFSR,99627.30769230769,996.2730769230769,26,pgbh06.gdas.20000116-20000120.grb2.nc.gz
2000-01-20 18:00:00,CFSR,99594.23076923077,995.9423076923076,26,pgbh06.gdas.20000116-20000120.grb2.nc.gz
2000-01-21 00:00:00,CFSR,99391.53846153847,993.9153846153847,26,pgbh06.gdas.20000116-20000120.grb2.nc.gz
2000-01-21 06:00:00,CFSR,99548.07692307692,995.4807692307692,26,pgbh06.gdas.20000121-20000125.grb2.nc.gz
2000-01-21 12:00:00,CFSR,99536.92307692308,995.3692307692307,26,pgbh06.gdas.20000121-20000125.grb2.nc.gz
2000-01-21 18:00:00,CFSR,99423.84615384616,994.2384615384616,26,pgbh06.gdas.20000121-20000125.grb2.nc.gz
2000-01-22 00:00:00,CFSR,99232.69230769231,992.3269230769231,26,pgbh06.gdas.20000121-20000125.grb2.nc.gz
2000-01-22 06:00:00,CFSR,99443.84615384616,994.4384615384615,26,pgbh06.gdas.20000121-20000125.grb2.nc.gz
2000-01-22 12:00:00,CFSR,99578.07692307692,995.7807692307692,26,pgbh06.gdas.20000121-20000125.grb2.nc.gz
2000-01-22 18:00:00,CFSR,99552.30769230769,995.5230769230769,26,pgbh06.gdas.20000121-20000125.grb2.nc.gz
2000-01-23 00:00:00,CFSR,99334.23076923077,993.3423076923077,26,pgbh06.gdas.20000121-20000125.grb2.nc.gz
2000-01-23 06:00:00,CFSR,99545.0,995.45,26,pgbh06.gdas.20000121-20000125.grb2.nc.gz
2000-01-23 12:00:00,CFSR,99620.76923076923,996.2076923076924,26,pgbh06.gdas.20000121-20000125.grb2.nc.gz
2000-01-23 18:00:00,CFSR,99530.38461538461,995.303846153846,26,pgbh06.gdas.20000121-20000125.grb2.nc.gz
2000-01-24 00:00:00,CFSR,99291.15384615384,992.9115384615384,26,pgbh06.gdas.20000121-20000125.grb2.nc.gz
2000-01-24 06:00:00,CFSR,99442.30769230769,994.4230769230769,26,pgbh06.gdas.20000121-20000125.grb2.nc.gz
2000-01-24 12:00:00,CFSR,99483.07692307692,994.8307692307692,26,pgbh06.gdas.20000121-20000125.grb2.nc.gz
2000-01-24 18:00:00,CFSR,99270.0,992.7,26,pgbh06.gdas.20000121-20000125.grb2.nc.gz
2000-01-25 00:00:00,CFSR,99170.0,991.7,26,pgbh06.gdas.20000121-20000125.grb2.nc.gz
2000-01-25 06:00:00,CFSR,99333.84615384616,993.3384615384616,26,pgbh06.gdas.20000121-20000125.grb2.nc.gz
2000-01-25 12:00:00,CFSR,99377.30769230769,993.7730769230769,26,pgbh06.gdas.20000121-20000125.grb2.nc.gz
2000-01-25 18:00:00,CFSR,99213.07692307692,992.1307692307693,26,pgbh06.gdas.20000121-20000125.grb2.nc.gz
2000-01-26 00:00:00,CFSR,99048.46153846153,990.4846153846153,26,pgbh06.gdas.20000121-20000125.grb2.nc.gz
2000-01-26 06:00:00,CFSR,99281.92307692308,992.8192307692308,26,pgbh06.gdas.20000126-20000131.grb2.nc.gz
2000-01-26 12:00:00,CFSR,99321.15384615384,993.2115384615385,26,pgbh06.gdas.20000126-20000131.grb2.nc.gz
2000-01-26 18:00:00,CFSR,99237.69230769231,992.3769230769232,26,pgbh06.gdas.20000126-20000131.grb2.nc.gz
2000-01-27 00:00:00,CFSR,99095.38461538461,990.9538461538461,26,pgbh06.gdas.20000126-20000131.grb2.nc.gz
2000-01-27 06:00:00,CFSR,99322.69230769231,993.2269230769231,26,pgbh06.gdas.20000126-20000131.grb2.nc.gz
2000-01-27 12:00:00,CFSR,99530.38461538461,995.303846153846,26,pgbh06.gdas.20000126-20000131.grb2.nc.gz
2000-01-27 18:00:00,CFSR,99526.92307692308,995.2692307692308,26,pgbh06.gdas.20000126-20000131.grb2.nc.gz
2000-01-28 00:00:00,CFSR,99389.23076923077,993.8923076923077,26,pgbh06.gdas.20000126-20000131.grb2.nc.gz
2000-01-28 06:00:00,CFSR,99475.0,994.75,26,pgbh06.gdas.20000126-20000131.grb2.nc.gz
2000-01-28 12:00:00,CFSR,99595.76923076923,995.9576923076924,26,pgbh06.gdas.20000126-20000131.grb2.nc.gz
2000-01-28 18:00:00,CFSR,99435.76923076923,994.3576923076923,26,pgbh06.gdas.20000126-20000131.grb2.nc.gz
2000-01-29 00:00:00,CFSR,99193.84615384616,991.9384615384615,26,pgbh06.gdas.20000126-20000131.grb2.nc.gz
2000-01-29 06:00:00,CFSR,99377.30769230769,993.7730769230769,26,pgbh06.gdas.20000126-20000131.grb2.nc.gz
2000-01-29 12:00:00,CFSR,99394.61538461539,993.946153846154,26,pgbh06.gdas.20000126-20000131.grb2.nc.gz
2000-01-29 18:00:00,CFSR,99282.69230769231,992.8269230769231,26,pgbh06.gdas.20000126-20000131.grb2.nc.gz
2000-01-30 00:00:00,CFSR,99081.15384615384,990.8115384615385,26,pgbh06.gdas.20000126-20000131.grb2.nc.gz
2000-01-30 06:00:00,CFSR,99282.69230769231,992.8269230769231,26,pgbh06.gdas.20000126-20000131.grb2.nc.gz
2000-01-30 12:00:00,CFSR,99436.92307692308,994.3692307692307,26,pgbh06.gdas.20000126-20000131.grb2.nc.gz
2000-01-30 18:00:00,CFSR,99318.46153846153,993.1846153846153,26,pgbh06.gdas.20000126-20000131.grb2.nc.gz
2000-01-31 00:00:00,CFSR,99248.07692307692,992.4807692307692,26,pgbh06.gdas.20000126-20000131.grb2.nc.gz
2000-01-31 06:00:00,CFSR,99501.92307692308,995.0192307692308,26,pgbh06.gdas.20000126-20000131.grb2.nc.gz
2000-01-31 12:00:00,CFSR,99565.76923076923,995.6576923076923,26,pgbh06.gdas.20000126-20000131.grb2.nc.gz
2000-01-31 18:00:00,CFSR,99527.69230769231,995.2769230769231,26,pgbh06.gdas.20000126-20000131.grb2.nc.gz
2000-02-01 00:00:00,CFSR,99503.07692307692,995.0307692307692,26,pgbh06.gdas.20000126-20000131.grb2.nc.gz
2000-02-01 06:00:00,CFSR,99668.46153846153,996.6846153846153,26,pgbh06.gdas.20000201-20000205.grb2.nc.gz
2000-02-01 12:00:00,CFSR,99769.61538461539,997.696153846154,26,pgbh06.gdas.20000201-20000205.grb2.nc.gz
2000-02-01 18:00:00,CFSR,99756.53846153847,997.5653846153847,26,pgbh06.gdas.20000201-20000205.grb2.nc.gz
2000-02-02 00:00:00,CFSR,99558.07692307692,995.5807692307692,26,pgbh06.gdas.20000201-20000205.grb2.nc.gz
2000-02-02 06:00:00,CFSR,99683.07692307692,996.8307692307692,26,pgbh06.gdas.20000201-20000205.grb2.nc.gz
2000-02-02 12:00:00,CFSR,99738.07692307692,997.3807692307693,26,pgbh06.gdas.20000201-20000205.grb2.nc.gz
2000-02-02 18:00:00,CFSR,99615.0,996.15,26,pgbh06.gdas.20000201-20000205.grb2.nc.gz
2000-02-03 00:00:00,CFSR,99463.07692307692,994.6307692307693,26,pgbh06.gdas.20000201-20000205.grb2.nc.gz
2000-02-03 06:00:00,CFSR,99530.0,995.3,26,pgbh06.gdas.20000201-20000205.grb2.nc.gz
2000-02-03 12:00:00,CFSR,99601.92307692308,996.0192307692308,26,pgbh06.gdas.20000201-20000205.grb2.nc.gz
2000-02-03 18:00:00,CFSR,99610.76923076923,996.1076923076923,26,pgbh06.gdas.20000201-20000205.grb2.nc.gz
2000-02-04 00:00:00,CFSR,99408.84615384616,994.0884615384616,26,pgbh06.gdas.20000201-20000205.grb2.nc.gz
2000-02-04 06:00:00,CFSR,99538.46153846153,995.3846153846154,26,pgbh06.gdas.20000201-20000205.grb2.nc.gz
2000-02-04 12:00:00,CFSR,99577.69230769231,995.7769230769231,26,pgbh06.gdas.20000201-20000205.grb2.nc.gz
2000-02-04 18:00:00,CFSR,99496.92307692308,994.9692307692308,26,pgbh06.gdas.20000201-20000205.grb2.nc.gz
2000-02-05 00:00:00,CFSR,99373.46153846153,993.7346153846153,26,pgbh06.gdas.20000201-20000205.grb2.nc.gz
2000-02-05 06:00:00,CFSR,99644.23076923077,996.4423076923076,26,pgbh06.gdas.20000201-20000205.grb2.nc.gz
2000-02-05 12:00:00,CFSR,99677.30769230769,996.7730769230769,26,pgbh06.gdas.20000201-20000205.grb2.nc.gz
2000-02-05 18:00:00,CFSR,99621.92307692308,996.2192307692308,26,pgbh06.gdas.20000201-20000205.grb2.nc.gz
2000-02-06 00:00:00,CFSR,99459.23076923077,994.5923076923077,26,pgbh06.gdas.20000201-20000205.grb2.nc.gz
2000-02-06 06:00:00,CFSR,99645.38461538461,996.4538461538461,26,pgbh06.gdas.20000206-20000210.grb2.nc.gz
2000-02-06 12:00:00,CFSR,99753.46153846153,997.5346153846153,26,pgbh06.gdas.20000206-20000210.grb2.nc.gz
2000-02-06 18:00:00,CFSR,99750.38461538461,997.5038461538461,26,pgbh06.gdas.20000206-20000210.grb2.nc.gz
2000-02-07 00:00:00,CFSR,99564.61538461539,995.6461538461539,26,pgbh06.gdas.20000206-20000210.grb2.nc.gz
2000-02-07 06:00:00,CFSR,99731.92307692308,997.3192307692308,26,pgbh06.gdas.20000206-20000210.grb2.nc.gz
2000-02-07 12:00:00,CFSR,99765.38461538461,997.6538461538461,26,pgbh06.gdas.20000206-20000210.grb2.nc.gz
2000-02-07 18:00:00,CFSR,99707.69230769231,997.0769230769231,26,pgbh06.gdas.20000206-20000210.grb2.nc.gz
2000-02-08 00:00:00,CFSR,99555.0,995.55,26,pgbh06.gdas.20000206-20000210.grb2.nc.gz
2000-02-08 06:00:00,CFSR,99698.07692307692,996.9807692307692,26,pgbh06.gdas.20000206-20000210.grb2.nc.gz
2000-02-08 12:00:00,CFSR,99740.0,997.4,26,pgbh06.gdas.20000206-20000210.grb2.nc.gz
2000-02-08 18:00:00,CFSR,99540.38461538461,995.4038461538461,26,pgbh06.gdas.20000206-20000210.grb2.nc.gz
2000-02-09 00:00:00,CFSR,99304.61538461539,993.0461538461539,26,pgbh06.gdas.20000206-20000210.grb2.nc.gz
2000-02-09 06:00:00,CFSR,99470.38461538461,994.7038461538461,26,pgbh06.gdas.20000206-20000210.grb2.nc.gz
2000-02-09 12:00:00,CFSR,99568.07692307692,995.6807692307692,26,pgbh06.gdas.20000206-20000210.grb2.nc.gz
2000-02-09 18:00:00,CFSR,99371.15384615384,993.7115384615385,26,pgbh06.gdas.20000206-20000210.grb2.nc.gz
2000-02-10 00:00:00,CFSR,99087.69230769231,990.8769230769232,26,pgbh06.gdas.20000206-20000210.grb2.nc.gz
2000-02-10 06:00:00,CFSR,99317.30769230769,993.1730769230769,26,pgbh06.gdas.20000206-20000210.grb2.nc.gz
2000-02-10 12:00:00,CFSR,99392.69230769231,993.9269230769231,26,pgbh06.gdas.20000206-20000210.grb2.nc.gz
2000-02-10 18:00:00,CFSR,99207.69230769231,992.0769230769231,26,pgbh06.gdas.20000206-20000210.grb2.nc.gz
2000-02-11 00:00:00,CFSR,98978.84615384616,989.7884615384615,26,pgbh06.gdas.20000206-20000210.grb2.nc.gz
2000-02-11 06:00:00,CFSR,99256.53846153847,992.5653846153847,26,pgbh06.gdas.20000211-20000215.grb2.nc.gz
2000-02-11 12:00:00,CFSR,99442.30769230769,994.4230769230769,26,pgbh06.gdas.20000211-20000215.grb2.nc.gz
2000-02-11 18:00:00,CFSR,99300.76923076923,993.0076923076923,26,pgbh06.gdas.20000211-20000215.grb2.nc.gz
2000-02-12 00:00:00,CFSR,99007.69230769231,990.0769230769231,26,pgbh06.gdas.20000211-20000215.grb2.nc.gz
2000-02-12 06:00:00,CFSR,99313.07692307692,993.1307692307693,26,pgbh06.gdas.20000211-20000215.grb2.nc.gz
2000-02-12 12:00:00,CFSR,99391.15384615384,993.9115384615384,26,pgbh06.gdas.20000211-20000215.grb2.nc.gz
2000-02-12 18:00:00,CFSR,99227.69230769231,992.2769230769231,26,pgbh06.gdas.20000211-20000215.grb2.nc.gz
2000-02-13 00:00:00,CFSR,98916.53846153847,989.1653846153847,26,pgbh06.gdas.20000211-20000215.grb2.nc.gz
2000-02-13 06:00:00,CFSR,99229.23076923077,992.2923076923076,26,pgbh06.gdas.20000211-20000215.grb2.nc.gz
2000-02-13 12:00:00,CFSR,99314.23076923077,993.1423076923077,26,pgbh06.gdas.20000211-20000215.grb2.nc.gz
2000-02-13 18:00:00,CFSR,99197.69230769231,991.9769230769231,26,pgbh06.gdas.20000211-20000215.grb2.nc.gz
2000-02-14 00:00:00,CFSR,98904.23076923077,989.0423076923076,26,pgbh06.gdas.20000211-20000215.grb2.nc.gz
2000-02-14 06:00:00,CFSR,99295.0,992.95,26,pgbh06.gdas.20000211-20000215.grb2.nc.gz
2000-02-14 12:00:00,CFSR,99427.69230769231,994.2769230769231,26,pgbh06.gdas.20000211-20000215.grb2.nc.gz
2000-02-14 18:00:00,CFSR,99298.84615384616,992.9884615384616,26,pgbh06.gdas.20000211-20000215.grb2.nc.gz
2000-02-15 00:00:00,CFSR,99203.07692307692,992.0307692307692,26,pgbh06.gdas.20000211-20000215.grb2.nc.gz
2000-02-15 06:00:00,CFSR,99480.76923076923,994.8076923076924,26,pgbh06.gdas.20000211-20000215.grb2.nc.gz
2000-02-15 12:00:00,CFSR,99638.46153846153,996.3846153846154,26,pgbh06.gdas.20000211-20000215.grb2.nc.gz
2000-02-15 18:00:00,CFSR,99537.30769230769,995.3730769230768,26,pgbh06.gdas.20000211-20000215.grb2.nc.gz
2000-02-16 00:00:00,CFSR,99382.30769230769,993.8230769230769,26,pgbh06.gdas.20000211-20000215.grb2.nc.gz
2000-02-16 06:00:00,CFSR,99579.23076923077,995.7923076923076,26,pgbh06.gdas.20000216-20000220.grb2.nc.gz
2000-02-16 12:00:00,CFSR,99698.46153846153,996.9846153846153,26,pgbh06.gdas.20000216-20000220.grb2.nc.gz
2000-02-16 18:00:00,CFSR,99574.61538461539,995.7461538461539,26,pgbh06.gdas.20000216-20000220.grb2.nc.gz
2000-02-17 00:00:00,CFSR,99471.53846153847,994.7153846153847,26,pgbh06.gdas.20000216-20000220.grb2.nc.gz
2000-02-17 06:00:00,CFSR,99658.07692307692,996.5807692307692,26,pgbh06.gdas.20000216-20000220.grb2.nc.gz
2000-02-17 12:00:00,CFSR,99649.23076923077,996.4923076923077,26,pgbh06.gdas.20000216-20000220.grb2.nc.gz
2000-02-17 18:00:00,CFSR,99597.69230769231,995.9769230769231,26,pgbh06.gdas.20000216-20000220.grb2.nc.gz
2000-02-18 00:00:00,CFSR,99448.46153846153,994.4846153846153,26,pgbh06.gdas.20000216-20000220.grb2.nc.gz
2000-02-18 06:00:00,CFSR,99580.76923076923,995.8076923076924,26,pgbh06.gdas.20000216-20000220.grb2.nc.gz
2000-02-18 12:00:00,CFSR,99524.23076923077,995.2423076923077,26,pgbh06.gdas.20000216-20000220.grb2.nc.gz
2000-02-18 18:00:00,CFSR,99538.46153846153,995.3846153846154,26,pgbh06.gdas.20000216-20000220.grb2.nc.gz
2000-02-19 00:00:00,CFSR,99357.69230769231,993.5769230769231,26,pgbh06.gdas.20000216-20000220.grb2.nc.gz
2000-02-19 06:00:00,CFSR,99540.0,995.4,26,pgbh06.gdas.20000216-20000220.grb2.nc.gz
2000-02-19 12:00:00,CFSR,99600.38461538461,996.0038461538461,26,pgbh06.gdas.20000216-20000220.grb2.nc.gz
2000-02-19 18:00:00,CFSR,99481.92307692308,994.8192307692308,26,pgbh06.gdas.20000216-20000220.grb2.nc.gz
2000-02-20 00:00:00,CFSR,99389.61538461539,993.8961538461539,26,pgbh06.gdas.20000216-20000220.grb2.nc.gz
2000-02-20 06:00:00,CFSR,99624.61538461539,996.2461538461539,26,pgbh06.gdas.20000216-20000220.grb2.nc.gz
2000-02-20 12:00:00,CFSR,99677.30769230769,996.7730769230769,26,pgbh06.gdas.20000216-20000220.grb2.nc.gz
2000-02-20 18:00:00,CFSR,99615.76923076923,996.1576923076923,26,pgbh06.gdas.20000216-20000220.grb2.nc.gz
2000-02-21 00:00:00,CFSR,99369.23076923077,993.6923076923076,26,pgbh06.gdas.20000216-20000220.grb2.nc.gz
2000-02-21 06:00:00,CFSR,99537.69230769231,995.3769230769232,26,pgbh06.gdas.20000221-20000225.grb2.nc.gz
2000-02-21 12:00:00,CFSR,99553.84615384616,995.5384615384615,26,pgbh06.gdas.20000221-20000225.grb2.nc.gz
2000-02-21 18:00:00,CFSR,99475.76923076923,994.7576923076923,26,pgbh06.gdas.20000221-20000225.grb2.nc.gz
2000-02-22 00:00:00,CFSR,99241.53846153847,992.4153846153847,26,pgbh06.gdas.20000221-20000225.grb2.nc.gz
2000-02-22 06:00:00,CFSR,99396.92307692308,993.9692307692308,26,pgbh06.gdas.20000221-20000225.grb2.nc.gz
2000-02-22 12:00:00,CFSR,99412.69230769231,994.1269230769232,26,pgbh06.gdas.20000221-20000225.grb2.nc.gz
2000-02-22 18:00:00,CFSR,99245.38461538461,992.4538461538461,26,pgbh06.gdas.20000221-20000225.grb2.nc.gz
2000-02-23 00:00:00,CFSR,99168.07692307692,991.6807692307692,26,pgbh06.gdas.20000221-20000225.grb2.nc.gz
2000-02-23 06:00:00,CFSR,99414.61538461539,994.1461538461539,26,pgbh06.gdas.20000221-20000225.grb2.nc.gz
2000-02-23 12:00:00,CFSR,99360.38461538461,993.6038461538461,26,pgbh06.gdas.20000221-20000225.grb2.nc.gz
2000-02-23 18:00:00,CFSR,99215.0,992.15,26,pgbh06.gdas.20000221-20000225.grb2.nc.gz
2000-02-24 00:00:00,CFSR,99183.07692307692,991.8307692307692,26,pgbh06.gdas.20000221-20000225.grb2.nc.gz
2000-02-24 06:00:00,CFSR,99368.84615384616,993.6884615384615,26,pgbh06.gdas.20000221-20000225.grb2.nc.gz
