feature,standardised_coefficient,abs_coefficient
dengue_cases_lag1,173.84192884494422,173.84192884494422
dengue_cases_lag4,-45.84580772655226,45.84580772655226
dengue_cases_lag2,38.058843056380475,38.058843056380475
week_cos,6.047357374199737,6.047357374199737
dengue_cases_lag8,4.6554480773136016,4.6554480773136016
week_sin,0.2288541821261948,0.2288541821261948
